"","Compound","EA_138_P(raw)","EA_171_P(raw)","EA_182_P(raw)","EA_263_P(raw)","EA_287_P(raw)","EA_39_P(raw)","EA_452_P(raw)","EA_53_P(raw)","EA_535_P(raw)","EA_548_P(raw)","EA_573_P(raw)","EA_579_P(raw)","EA_591_P(raw)","EA_617_P(raw)","EA_62_P(raw)","EA_629_P(raw)","EA_630_P(raw)","EA_65_P(raw)","EA_740_P(raw)","EA_79_P(raw)","EA_90_P(raw)","EA_965_P(raw)","EA_966_P(raw)","EA_994_P(raw)","EA_138_P_2(raw)","EA_171_P_2(raw)","EA_182_P_2(raw)","EA_263_P_2(raw)","EA_287_P_2(raw)","EA_39_P_2(raw)","EA_452_P_2(raw)","EA_53_P_2(raw)","EA_535_P_2(raw)","EA_548_P_2(raw)","EA_573_P_2(raw)","EA_579_P_2(raw)","EA_591_P_2(raw)","EA_617_P_2(raw)","EA_62_P_2(raw)","EA_629_P_2(raw)","EA_630_P_2(raw)","EA_65_P_2(raw)","EA_740_P_2(raw)","EA_79_P_2(raw)","EA_90_P_2(raw)","EA_965_P_2(raw)","EA_966_P_2(raw)","EA_994_P_2(raw)"
"705","591.3531@5.851995","229179","32665",NA,"27766","36263","278163","32252","221014","38209","23459",NA,"29858","33292","33865","42646","45442","53147","25065","21104","70835","30554","41239","335918","21662",NA,"30478","25274","18946","311284","16859","43348","271460","43779","30031","39869",NA,"43819","33924","34176","37026","76443",NA,"18108","372426","16031","44507","17585","22459"
"706","545.918@6.8679976","NaN","NaN","NaN",NA,"NaN","357","NaN","NaN","182","NaN",NA,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NA,"NaN",NA,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","188","NaN",NA,"186","239"
"707","486.3908@6.867003","6375","8580","3408","8093","4495","12194","4520","11106","3604","5051","9070","11267","6612","7260","22626","5272","4003","4637",NA,NA,"6591","7792","8565","4912","4427","5897",NA,"9167","5788","7009","2382","5877","2848","11514","4112","8000","4929","10527",NA,"5988","4711","2977","10401","3041","3975","9241","4860","4744"
"708","527.6444@0.23399986","23095","19700","18467","16676","20423",NA,"16369","20632",NA,"16900","19825","17543","20563","19086",NA,"19028","18849","18588","19285","19572",NA,"18487","21296","20518","21473","19913","19460","19722","18021","17924","22010","19847","22034","20551","21771","18650","18986","21714","21552","21808","22741",NA,"21499","20039","18118","20673","20698","20366"
"709","759.4639@0.23100023","30177","23182","22777","18615","24286","23631","23285","24688","21807","17043","26599","23855","26051","19856","28278","20892","23710","19774","21583","22761","23459","25231","26010",NA,"23654","24147","21498","19683","20750","17975","22746","27421","24255","19514","19725","22464","23837","23124","27307","20641","28025","22893","21396","20195","21131","21807","19842","26371"
"710","134.0733@2.817","5295","12513","11836","20774",NA,NA,"13289","26810","17526",NA,"30060","14907","19454","11260","10397","6688","26449","19874","7759","7163","4406","24540","15215","19771","11953","3664",NA,"17615","9571","3206","7721","9165",NA,"47763",NA,"10206","17213","8839","23648","14541",NA,"26231",NA,"8963","5269","10652","22312","16644"
"711","527.2997@5.7820034","23268","11304","12646","12134","17291","7548","14479","18832","14418","13616","19263","15530",NA,NA,"14730","17801","23574","8467",NA,"13300","11316","14573",NA,"11599","25109","14102","18006","12525","14947","11598","13959","12053",NA,"16767",NA,"9847","17444","18336","19391","22747",NA,"10963","10665","17251","14065","14293","12307","19987"
"712","182.0581@0.6170004","25404","13395",NA,"21402",NA,"22366","36979","11518","21568","31580","19832","22091","15624","16627","11053","22645","20250","10878","26049","12711","17302","24630","15924","18484","19475","13672","17983","32096","25371","29629","16769","11368","18233","31923","17481","23509","14278","12777","12226","24430","17457","13354","33541","15312","19918","15443","12013","10588"
"713","268.1031@0.368","50512","16386","17149","28807","39692","42517","35262","23715","41221","9570","17936","18259","25575","21769","26622","21704","14910","39763","30199","23809","28107","15376","27658","14815","19348","24488","21966","26730","30511","37028","32422","22473","24487","9307","15668","24877","14788","15309","18002","24619","19995","25839","25655","29889","14799","10550","13947","19022"
"714","464.3136@5.040003","7954",NA,"9130","6135","2648","15505","3009",NA,"3313","5729","2604",NA,"3151","3328","9801","6610","4104","13505","9921","15861","6500","5496","4743","3229","2672","6168","10998","13284",NA,"11813","3259",NA,"2310","5350","2206",NA,"10170","6064","3161","13396","5649","7705",NA,"9309","6216","2616","4489","4387"
"715","741.2241@6.3120055","19244","21623","20741","20708","19135","22568","21779","21195","21483","18781",NA,"20791","22776","19054","19712","19014","22193","19175","20549",NA,"18598","17783",NA,"23247","19603","20577","23562","19508",NA,"20167","19577","20160",NA,"19637","17985","19398","23393","20800","20057","19271","23072","19109","18126","21226","18183","16681","17309","20027"
"716","389.2601@6.8839946","46801","16645",NA,"22463","18811","15611","12206","15548","11748","11017","13005","13593",NA,"42181","11891","32488","32286","6665",NA,"23437","8946",NA,"21364","14744","13070","6487","7624","15782","10895","9202","5427","11577",NA,"7078",NA,"11188","14083","11209","6990","8897","7690","6890","12567","12360",NA,"11218",NA,"10281"
"717","834.5206@9.2890005",NA,"37458","20700","32238","31569","26577","56317",NA,"41413","26362","32023","35667","36750","30346","24462","23568","31762","25664","35371","42474","27360","22100","35837","39721","27660","30500","24060","31001","31462","30280",NA,"40288","39764","20989",NA,NA,NA,"31592","27574","23126",NA,"45756","28618","38743","32124","25410","33335","43823"
"718","889.4768@8.119003","41012","45293","39165","61300","44639","63209","46707","46867",NA,"115243","67640","120287","85735","28652",NA,"41620","45893","23674","46379","52451","58802","62651","57287","56630",NA,NA,"44707","49029",NA,"50702","45962","43141","55321","33962","12870","64737","18615","31649","80311",NA,"47352","52501","17745","63547","87127","22942","28778",NA
"719","665.4244@6.2569995","62322","82066",NA,"141399","104017","158817","88738","94469","115612","393731","119767","190765","198553",NA,"88718","86556",NA,"38280","70595","156207","122129",NA,"132444","66643","92819","222305","50859","122070","109509","88808","70563","86046","76519","55638","9923","122927","21122","36004","219934","35351","44904","113009","25034","110913","186153","24456",NA,"15247"
"720","260.0249@0.5559998","12432","13587","12255","10605","12361","16610","10096","14042","11781","12189","15841","13161","12175","14067","13053","16427","14802","17135","12003","14763","12976","17764","10147","11211",NA,"11664","9796","12491","11286","15645","10474",NA,"14510","15942","10716","13073","10901","11553","13190","14396",NA,"12990","13375","10550","12617",NA,"9270","15095"
"721","913.5275@9.59699","26379","15619","26190","30157","34113","19572","23222","21703","29037","31531","36853",NA,"19333",NA,NA,NA,"41511","20549","20996","35393","27092","30390","32836",NA,NA,"22617","28189",NA,"27138","37381","24450","23890","44348",NA,"31379",NA,"28593","27047","27449","32827",NA,"23990","27220","30015","15623","41338","26577","26096"
"722","118.0267@0.28400028","14343","9619","16400",NA,"16434","19326","12252","10025",NA,"16431","19672","26080","13365","7213",NA,"18675","12273","13507","12250",NA,"12755","11389","15307","27611",NA,"18158","17099","19664",NA,"24794","15442","12571","13465","14545","11273","18557","17437","11221","10305","17861","16341",NA,"9763","17189",NA,NA,NA,"11870"
"723","241.9856@2.772002","191",NA,"NaN",NA,"206","470","217","NaN","NaN","198","178","181","294","215","NaN","NaN","314","NaN","257","NaN","NaN","177","182","168","210","202","162","227","342","204","NaN","NaN","NaN","196","289","NaN","NaN","NaN","NaN","143","188","NaN","NaN","212",NA,"209","161","155"
"724","736.536@7.8870053","17010","10992","5829","11578","11266","6386","10514","11911","10813","6740","11743","11257","8973","7144","6687","5312","12160","8501","9667","11494","8321","6537","11342","10478","11926","10110","7046","9980","10336","7867","7616","12259","12793","7964","9613","11902","9378","8096","8526","5671","9387","9480","10036","9162",NA,"9436","9506",NA
"725","920.4235@2.550002","42174","15057","8267","36875","60263","10288","22815","10952","11563","4275","14832","7704","29180","16731","16791","10491","11336","19238",NA,NA,"20383","11185","24153","8701","22165","18300","9352","19369","46293","12694","27313","27193","27082","25008","35647",NA,"23145","19835","14411","12048","10771","14677","23077","36455","31064","11088","19000","20029"
"726","363.2445@6.5469975","23252",NA,"15549","15674","14400","8555","8640",NA,"11454","6809","9141","11369","7579","12999",NA,"12390","11999","8743","7170","17944",NA,"4347","17842","7549","8536","6319","6136",NA,"8110","7456","3814","11509","8954",NA,"4830","5404",NA,"5947",NA,"5265","7424","4875","8403","9019","4657","5143","9472","7641"
"727","849.3948@0.2320002","6250","5756","7177","4566","5849",NA,NA,"6214","6534","5242","5455","4884",NA,"5289",NA,"5354",NA,"5675","6036","6288","5636","5698",NA,NA,"6603","5852","5779","6532","5894","5488","5494","6532","7585","6790","5227","8156","6894","6203",NA,"5938","7635","5865","5825","5119","5452","5676","5704","6336"
"728","861.4862@9.390995","19298","10998","8184","19257","19283","12488","15022","20279","22334","13475","21640","16946","19857",NA,"12515","5077","16050","12203","15422","18921","11877","6272","18940","14856","20169","9278","10968","11511","16038","17268","8814","23421","19423",NA,"19312","16024","15327",NA,"15139","4753","7718","20635","18550","18175","10924","9300","20676","20822"
"729","340.025@3.782003",NA,"11532","7988","4033","5822","8464","9722","9649","3881",NA,"3040",NA,"10648","12129","6702","4028","7931","12599","6373","10729","5747","3957","17416","12635","20671","3703","6651","13343","10814","5483","7581","5709","7172","11196","8721","7383","4563",NA,"3973","4668",NA,"12999","8343","7687","7222","14314","11419","13498"
"730","712.2722@5.765997","14308","12864",NA,NA,"12986","10593","9731","11367","9056","16625","16737","13771","17571","15009",NA,"16313","13484","11740","56228","12104","15438","12010","13728","14748","15104",NA,"11257","12802","9884","10443","12990","10055","13221",NA,"14295","9456","12301",NA,"12535","13475","21377","61109","8661","12165",NA,NA,"13529","9344"
"731","436.2588@5.712001","30318","39709","42225","29072","32966","28208","35041","32141","34479","32486","34551","39905","31294","30396","27182","32061","37709","22564","31399","38478","26302","33773","40817","29618",NA,"34058","27492","26745","23795","23468","28497","27035","34695","37294","25207","31405","27609","25271","34445","26784","43304","29804","24941","32738","27391","30770","28231","27227"
"732","995.3777@2.5189981","10980","6869","12594","16756","17502",NA,"8364",NA,"11425",NA,"3658","4859","13678",NA,NA,"3593","3771","8273","14784","6093","6967","NaN","15452","11456","9187","544","5170","23252","9956","4563","1236","9824","11352","4133","8602","5616","6938","10219","636","3756","3285","351","8646","10199","1265","3008",NA,"18138"
"733","777.2733@6.3129945","17533",NA,"16909","16899","18301",NA,"16725","16057","16958",NA,"17122","15645","14446","16335","17672","16577","15194","14816",NA,"17343","16014","18789","16643","14832",NA,"16518",NA,"17364","16850","16410","16642","17232","19440","17310","17001","18343","18778","16510","16499","15776","16956","15139","18383","15286","14088","15749","15483","19041"
"734","581.4058@6.6040034","47594","99663","54882","47089","74729","81981","64652",NA,"52209","106336","81832","69658","88776","74412","79720","56833","69901","39599","60015","81203","72697","54061","92919","97156","63474","67961",NA,"47162",NA,"73076","72312","72812","64442","105107","26262","51158","39374","45933",NA,"31729",NA,"62983","50459","81635","117358","31954","47702","42081"
"735","698.3646@7.6749926","7207","15261","13786",NA,"12431","10359","15297","6497","16913","25707",NA,"33233","12936","10238","8246","12273","16387","3320","9452","17526","16036","14668","23786","18091","10088","17603","11830","17163","16014",NA,"10410","5125","11976","17967","4670","19645","6668","12808","16221","12742","17426",NA,"7499","17692","12475","8392","15879","9303"
"736","510.2953@6.718996","23149",NA,"20509","21772","20436","20127","16251","15166","19257","15884","22127","19345","19223","19321","20372","16156","16169","13562","17984","17994","15313","14271","27191","11695","18059","16063","16769","30129","20185","21755","15637","15108","23601","27356","21222","20065",NA,"19143","16615","20307","27655",NA,NA,"19582","15145","29780","23863","14500"
"737","222.0897@3.7820032","57057","15017","9324","4398",NA,"10071","10811","14314","5984","14633","3305","6002","16765","10488","4620","5648","8775","14267",NA,"14316","8077",NA,"30622","15824","34504","3913","6983","17126","12942","7549","7949",NA,"6935","15106",NA,"9893","6127","8413",NA,"5902","9500","13255","9712","9924","7926","21142","10598","17206"
"738","823.4667@9.510007","14502","8511",NA,"12531","19167","7463","9354","11174","22986","31072","29715","13931","18409","16444","12888","12650",NA,"16342","9815",NA,"11529",NA,"18293","16407","32581","13162","14523","11986",NA,"21825",NA,"14611","29287","19276","18911","15686","14568","15802","18159","23817","40043","17143","14894","18017","8324",NA,"11147","12858"
"739","649.2935@5.5079975","37097","49874","38902","38316","42381","38386","34796","41051","38676","41408","46050","38324","39576","46385","46387","34391","45255","41486","39009",NA,"47063","38200","49479","40443","43546","40272","35868","37618","33863","34386","43154","37739","39375","54886","32236",NA,"37641","37774","49607","37787","44779","41730","35972","38931","41881","46304","38789","37329"
"740","189.9938@0.5130004","14126","18514","5059","17134","18314",NA,"25288","14227","15408","10452","19523","11027","10608","4528","8464","15686","17663","27379","10981","9358","15265","22652","5379",NA,"13799","17519",NA,"20408",NA,"28127","18713","10238","25220","10236","33558",NA,"7850","7644","11797","9384","13345","6916","4084","14830","3946","6480","7977","6002"
"741","786.3436@7.598006","36275","12596","19560","46704","20843","16115","30050","19762","8475","8940","4557","15565","1550","22985","15373","12206","19375","8380","20832","20622","9889","12365","31733",NA,"26546","3262","19214","32046","26582","26827","17274",NA,"11920","15112","20832","25040","37856","39705","6062","11197","15770","20571","22959",NA,"7197","34721",NA,"22732"
"742","815.5246@9.166011","318779","101037","125411","51346","104823","67243",NA,"147883",NA,"35941","166272","38232","48649","59710","122781","47055","123709","179451","148922","117978","71867","33263",NA,"71305","236245","24551","87834","109841","128983","85286","80028",NA,"175941","249706",NA,"86308","195051","120828","23502","124530","172484","73339","133792","130126","13269","154041","138576",NA
"743","821.4216@2.3040006","10991","17260","14268","24305","22391","10484","7747","17979","18147","3420","6767","6135","29000","4588","5300","4398",NA,NA,"20020","7455","7817","715","14177","22294","23381","675","5403","29608","13400","9361","2176",NA,"30196","6900","22121","9716","20139","24406","2573","5617","6277","752","22176","31703","9500","4032","12415","43486"
