"","Compound","CR_1(raw)","CR_10(raw)","CR_100(raw)","CR_101(raw)","CR_103(raw)","CR_104(raw)","CR_105(raw)","CR_11(raw)","CR_18(raw)","CR_19(raw)","CR_20(raw)","CR_22(raw)","CR_23(raw)","CR_27(raw)","CR_28(raw)","CR_3(raw)","CR_32(raw)","CR_35(raw)","CR_36(raw)","CR_37(raw)","CR_38(raw)","CR_4(raw)","CR_40(raw)","CR_41(raw)","CR_42(raw)","CR_44(raw)","CR_49(raw)","CR_5(raw)","CR_51(raw)","CR_53(raw)","CR_57(raw)","CR_59(raw)","CR_6(raw)","CR_64(raw)","CR_65(raw)","CR_7(raw)","CR_83(raw)","CR_85(raw)","CR_87(raw)","CR_91(raw)","CR_92(raw)","CR_93(raw)","CR_95(raw)","CR_99(raw)","NR_106(raw)","NR_111(raw)","NR_112(raw)","NR_12(raw)","NR_13(raw)","NR_14(raw)","NR_15(raw)","NR_16(raw)","NR_17(raw)","NR_2(raw)","NR_21(raw)","NR_25(raw)","NR_30(raw)","NR_31(raw)","NR_33(raw)","NR_34(raw)","NR_39(raw)","NR_43(raw)","NR_46(raw)","NR_47(raw)","NR_48(raw)","NR_50(raw)","NR_55(raw)","NR_56(raw)","NR_63(raw)","NR_66(raw)","NR_68(raw)","NR_69(raw)","NR_70(raw)","NR_8(raw)","NR_9(raw)","NR_96(raw)","NR_CR_24(raw)","NR_CR_26(raw)","NR_CR_29(raw)","NR_CR_45(raw)"
"685","365.3654@9.219368",275351.21184406,143747,276603,186032,210521,291501.246271547,337817,NA,502484,613196,NA,185831,263976,304609,350422,681208,255156,318725,364037.963723309,289674,397736,821615,349754,491367,209571,160432,235457,308877.874011714,NA,504080,903815,577303,696775,NA,382059.416299541,398437,277809.656599414,495375,1638215,649084,269211,353505,NA,181550,1201215,318236,210696,594051,226798,114877,486262,1025039,589913,165662,NA,266159,416092,226844,549404,323300,731527,345183,199233,502803,296382,NA,253427.745454686,NA,NA,537957,164464,NA,337905,355925.482097908,243898,539129,209930,370012,242754,296317
"686","899.4604@9.233109",277855,30249,21937,151298.30228814,471200,15479,112615.558565506,26147,37693,62726.3075660057,17912,30798,388193,23185.2911661377,114487.634921813,63470.4705937056,25794,303178,400403,41228,NA,30524.109464007,22310,343067,NA,152813.190752953,19101,40998,22704,NA,160576.239529517,446045,NA,48528,88757.5998012564,26416.8852607063,23145,36744,21535,76631.2651263549,287000,19111,NA,220491,263011,NA,319507,141384,35280,39323,33556,29795,33974,52307,12557,17828,43962.3470870842,51694,23350,34841,38014,NA,NA,26660,17576,NA,409332,25515,30848,108314.316761849,24344,13726,41005,29865,50793.4526306252,33567,27328,434928,32145,NA
"687","737.49994@9.25608",32399,52076,71419,110043,91871,35446,77760,42826,85452,78396,85188,99388,NA,58708,154276,92265,73913,29115,54022,72058,49107,174833,48204,26518,175536,92794,38563,221796,68778,81949.4849423242,48463,228306,51357,110828,33491,42138,27593,129456,130149.292684725,44885,62517,54884,NA,35838,47013,NA,53287,32659,68987,99442,78731,NA,142183,127589,80041,88161,117213,257988,49731,107012,147057,75360,43368,57687,28406,49653,87380,68374,70795,25296,NA,89054,51955,159471,80929,168701,56778,67391,156677,182949
"688","715.55865@9.304637",84574,74724.1918560257,64301,82013,29473,63907,74816,54322,107636,34052,82032,71306,108436,89510,76595,105118,NA,60774,79767,84436,76259,65837.6665623994,48569,86163,70648,93185,NA,90665.9122780294,81925,66352.2996087085,101029,86375.9969690895,76818,80063,77397,65017,86732,108720,64641.6340519378,34584,78262,65264,101571.945218911,65059,99780,66469,95022.7993414763,89193.1982078461,NA,47964,56152,70159.5107857835,NA,88304,79817,NA,61346,60186,36266,100644,76571,67804,51457,68433,35614,45640,79684,71782,71792,108583,60531,96834,93555.3574436157,55907,78584,150173,144971,62279,70634.5978518132,70656
"689","767.5467@9.326765",889589,746280,NA,1500839,NA,404252,400822,442333,664232,409493,459927,NA,991194,273912,659557,405120,511030,894486,1318676,1781895,523515,760394,340490,966594,441251,460636,337525,879462,573197,474761,726899,924901,282398,668849,556383,407118,516345,1796081,699527,281966,916720,NA,2146252,600562,1932281,535810,NA,483598,453422,286062,865871,402142,690685,1033930,254331,501483,351662,NA,550103,1535066,814735,256196,166935,468553,334538,233747,492964,756363,696529,293938,646863,546290,1233232,750631,422080,1390493,840189,870593,799622,631011
"690","781.56213@9.333968",15378862,4936613,2076887,3860500,32641758,2183820,NA,4027944,3689398,1407765,NA,NA,1982637,NA,5825953,2714370,1096435,10502165,4749363,NA,9590220,2256078,2577486,9968198,3341407,3550022,3539543,8888551,3345683,3084001,8859301,35208108,2384380,24391690,12090787,1678298,NA,10696357,1794254,4416701,2575073,1167080,30127366,6888995,24975772,11812920,10323206.518008,3763363,3010432,2416523,1904963,NA,1681405,23204088,NA,1615204,2264299,NA,NA,1391096,4771325,2490005,871508,1468267,1386079,NA,13366756,5731637,7680674,5017533,12392892,3460717,2859055,2434039,2922974,11756993,9403340,NA,NA,3970519
"691","926.5434@9.334006",NA,128519,19211,64143,267803,79225.6381080185,47236.0962921226,69505,74061,36426.3775342331,127594,145851,24760,53367,117451,29431,47545.2564941827,122355,82798,283559,NA,44389.9264311062,31723,189282,41831.5844596062,85946,43704,176010,46271,39261,141525,329089,31685,282321,244364,17315,64261,196437,22664,34283,40061,55628.579292123,361953,128914,458018,295440,88692,66855,NA,36247,40935,71833,34930,372709,41808.9235156449,49548.380867947,24370,NA,NA,123915,86509,24357,43053.8971727023,10172,NA,44185,168638,111698,NA,95348,226748,49806,NA,45884,46703,229432,219684,191869,NA,69463
"692","670.4806@9.348344",209484,44583,339816,415349,157053,90564,NA,53234,306409,162749,80413,125104,206267,186504,174492,146159,259640,242732,337115,154084,65676,154878,103306,70320,234747,108243,NA,128249,126408,85260,NA,184359,215694,302028,257788,149172,124000,168810,248662,396412,105755,98553,249505,141511,110349,136950,NA,255288,435580,NA,16760,334609,135144,52327,149123,147895.915105278,333070,286895,198298,NA,187105,225967,101221,NA,407130,NA,374994,275308,345823,289976,164160,144746,177748,118261,173336,180699,340011,120967.049906153,253695,136011
"693","716.5827@9.351948",NA,1143501,1832285,2582562,2197825,1241915,877751,612685,1394257,1300004,1486259,1819128,2097160,999049,1264351,857384,1242522,NA,2119157,3508852,1164792,2318713,1082938,2085896,1174579,1965755,1628966,1801405,1476005,971723,2027766,1966144,1787715,1781462,1222372,1370374,813175,2610620,1697213,564186,1909395,1013052,2554030,1400835,1728589,2160131,1178390,1248187,1500811,805311,1831719,NA,1518358,2085283,NA,NA,1280683,2001657,NA,2980576,1498185,928854,787192,1138177,897342,648071,1202225,1082124,NA,1840551,1976098,1610219,1687579,1336155,1374179,NA,1184673,1334054,1036217,1479640
"694","564.3941@9.448258",57677,14214.4440016251,12946.0953725334,20576.2562399012,16442,19482,7312.06809323306,18159.0463929651,NA,4404.4326349852,45463,15933.525185394,17212.8367514846,15463,28960,6194.11438107965,NA,25780,14301.2301018016,28691,21294.3480764093,8699.0128862148,7671.05778732492,41053,20931,34807,14053,25704.8694169843,5634.17214497502,9317.65696346998,36031,23899.0571148818,31393,NA,18564,22646,12001,34999,24582,10021,21806,10970.3125586028,26312,15690.8443689477,NA,54747,19131.874153294,14604,20089,NA,NA,24159,9038.31545887259,NA,4685.10124873608,19022,NA,20068,12897.9049656806,24349.8322993912,19983.5633172897,19256.9592680483,NA,8608.40989410752,11169.7461869146,13235.4188608324,18731.2813416978,35986,50089,17352,20853,17221.2084925458,33797,4369.38190546581,3676.89828374947,35434,17596.122117183,28285,8574.58469453173,20669
"695","961.6629@9.45555",106410,61013,59705,59171,99064,83715,32370,33567,78023,40308,37653,37596,51913,45229,56928,42904,35800,98372,59504,232901,54967,87563,31837,55642,94902,66617,76190,48974,62450,NA,70532,108684,NA,94503,143822,49359,NA,55307,NA,36140,52537,35534,125954,45696,82882,71638,41924,41670,94776,NA,62010,45331,57088,47646,33630,43598,51014,68328,80668,61581,75986,30072,NA,66753,41511,48400,38723,70369,47046,NA,45357,29724,94347,NA,29778,76319,46673,51138,NA,39872
"696","339.34937@9.480965",205831,85706,203479,168004,129277,125836,122870,59940,287191,NA,116599,80993,118704,117217,124053,127756,NA,198575,266920,99371,54901,135668,101157,54332,222153,83467,172266,129767,149323,69917,163726,117343,181495,168010,NA,119989,135596,92922,182401,268642,99462,151314,142559,107567,79087,103070,87540,139214,258965,104872,54579,214066,89391,57130,200992,39058,207214,156740,151669,114303,151021,171489,140213,164784,254538,NA,313948,184327,176212,167040,136143,199728,94457,120541,106536,118416,230272,39192,195600,133705
"697","477.32153@9.496585",120014,156653,177834,157564.627967088,97955,NA,132558,50287,145531,161040,138076,188960,183888,170472,144833,126010,168034,185926,174704,197702,184895,203263,175394,168966,142397,162947,172475,154489,173294,178710,158196,NA,146055,200428,156866,173761,169257,184510,45679,129944,NA,169166,201856,172283,144990,141347,169770,165996,142871,159887,50012,NA,185912,172625,49860,135734,163861,183353,196726,178017,173913,147694,107578,171228,160835,200465,185459,197372,190988,141293,28348,20002,204609,28162,117818,NA,NA,180979,174270,144838
"698","995.45605@9.500111",53348,51488,136084,82303,44493,52251,151224,73050,49198,64340,129065,53493,137780,161556,63612,119493,62931,139100,NA,141458,53481,42637,NA,45525,59283,141303,59518,55806,101157,46430,NA,133179,132210,39668,64405,138770,59576,NA,59858,163351,156946,66065,36967,52679,55347,74467.1545974256,44738,55209,52639,58194,53571,101558,52149,51088,116016,54208,120199,52981,48111,41504,56755,63304,88298,58552,132246,51501,62669,44235,51617,65030,45635,70505.9942746146,50390,120345,105352,57021,65998.6274388764,48608,52692,59203
"699","721.5043@9.500903",171241,122148.044889615,39610,NA,166569,78071.2809799962,14712,NA,66081,50620,36653,NA,42434,42419,92448,55942,NA,103572,69054,103033,44585,115520,46816,103973,69155,55368,57474,NA,50093,NA,49990,103072,78390.3228603983,NA,53121,115088,129458,92726,34175,24441,98618,63245.5993041936,NA,124511,133187,NA,104568,70825,110749,302636,51077,250316,183400,128666,30569,41583,105623,NA,67153,150382,86766,36444,25386,48477,NA,NA,135210,79234.8326304175,66130,26444,80943,38806,72102,115959,44552,104591,109138,NA,NA,60655
"700","805.5618@9.519225",83207016,95080832,81385008,113244880,56776604,71230104,59301780,60809676,80426376,67560376,77936552,91748696,90368232,NA,67508456,978442,1105539,NA,83031320,102542280,85399736,102661120,76993872,78194408,76810896,79123400,77863472,71857632,73519864,63344520,71074640,92773968,74834920,NA,76872216,93214488,NA,96919792,66284652,46245476,72259688,73663144,99268120,73087120,73533752,67868392,67769032,86159296,60325000,73443672,88274312,NA,92570992,80960904,48600332,56833988,81461760,NA,91251632,96767296,83194184,69673432,322776,77533352,NA,93257912,82830320,102491368,87489616,59879484,91836120,67104848,96971616,78988904,53016152,82302784,63528752,96749160,87277384,74999312
"701","861.4838@9.52267",109345.961003673,118700,126226,NA,86380,52485,50923,87103,104391,60254,90793,119436,128567,124852,91507,88588,NA,104396,106239.610410082,154548,75218,127762,102283,126260,95025,101866,96671.5140936541,82024,105977,NA,120472,122946,86952,123614.585010345,38463,81491,23223,NA,81347,81123,NA,101104.756753721,NA,107160,92311,97986,90866,103323,95795,72414,109600,113346.520376416,142165,108763,59008,87125,128492,NA,94529,94915,115497,98050,65782,102717,NA,39496,95785,118534.328211664,169479,70826,130090,93907,139113,104017.463915946,NA,99828,92214,136774,107215,104344
"702","769.5619@9.549864",346964,256020,191560,333017.731619507,520140,102338,NA,195010,262546,155742,205883,268845,180889,109980,286261,173983,79443,333259,265441,NA,340795,241319.787585322,NA,282493,276497,278199,154417,304176,179081,NA,254445,374990.339697776,165798,527652,315614,128202,162440,398141,170103,211853,226233,130266,465524,NA,438738,376242.349531139,403760,144849,138637,255274,283811,223736.596860642,334830,626404,205448,157435,204935,238033.123793634,138160,305735,243602,192365,190712.091242083,161004,128707,206649,NA,227097,NA,222403,328297,282554,195968,379910,309601,436706,284256.770873381,229391,331918,195296
"703","705.53107@9.553163",1185516,NA,1485095,1196292,9345175,756859,887068,NA,NA,1052767,1349056,1738130,2129452,870856,3443819,1563099,NA,1816975,1311299,2012111,813302,2408811,1256269,1132872,1486117,1831114,1143319,1868505,1513130,NA,1517860,5761587,1382771,1366844,1419936,1045604,1505920,2565273,1891109,1122850,1619566,1073161,9036577,1635551,5856820,1417178,1876703,708433,1152697,787819,1778244,2385384,NA,2022539,NA,1384669,1895316,5270986,1661029,1454945,1166038,1058022,612018,1379872,NA,1250403,1180998,NA,1816415,NA,1651679,1750442,1886980,1434213,1872698,3281541,1235627,1487183,3102518,1160103
"704","763.5155@9.569161",1735814,1958064,3849074,3019400,576545,1553730,4237617,1217032,NA,4309196,NA,2890608,4818997,2929502,3324216,5753394,3074509,853430,1436045,1660490,2975870,5604174,NA,1022024,3817857,3947154,1690535,5740890,2484775,NA,NA,1736527,NA,2398649,NA,NA,909907,NA,NA,1579617,3010148,3190066,NA,1096789,1211416,1369832,1305841,1692731,1792027,1900642,2738704,7496963,3914650,2220370,2752593,1902204,5239678,4824361,3051446,3471805,3647758,NA,3242398,2290798,1055831,2245884,1773378,2986009,NA,1006433,2936707,NA,2727520,2501997,3216837,4486902,1385717,2846552,6737407,NA
"705","775.57263@9.595226",541182,242924,436285,428037,398416,414545,340024,347198,559731,516650,621569,514512,633698,563767,NA,301606,638185,348173,458363,NA,523697,967468,589867,518055,603768,695011,NA,NA,NA,725656,804817,NA,964488,572864,429107,596860,320798,NA,474773,472147,558962,795367,761414,491509,579585,996385,779195,609572,NA,318829,598767,1702427,1469445,621789,363829,631651,797173,NA,705146,767174,567514,601576,537213,542673,503473,NA,587544,455898,591511,929551,823235,637970,685661,708469,734416,807978,406711,1438421,948765,468598
"706","699.5648@9.605497",1320833,801633,682282,894031,616913,1642189,674309,754323,529376,NA,1093344,NA,1178538,2767607,2630691,1981367,874296,576672,543461,NA,1293375,2276808,3414717,735355,1649785,3149213,NA,1602061,2498118,1980073,1720592,871379,1478259,NA,1036320,2295819,711564,NA,1518429,960817,982206,1520102,1027470,3705063,1016900,2063492,1541757,1989687,869825,818662,1115994,4515273,2307091,1220391,1810093,2229750,2249029,4806554,2122337,610007,910334,1194676,868013,1906586,1828729,1301271,686209,1445728,2171400,NA,2804099,NA,844075,3006016,2746170,2158428,NA,1356320,2465795,789460
"707","831.57764@9.607954",4097943,3819976,2334718,5883363,2212463,1073938,1073525,1394971,4097410,1173488,3765014,2913975,4791212,1963959,3960798,1985573,1384598,3816408,2884234,6025874,4804467,2566331,2748167,3489937,3969827,1458717,1714800,3626974,1651724,2290751,2810125,4139123,1915790,8355602,2762273,2335579,NA,3648859,1226376,1752411,3284795,1775139,5568859,1834421,3833062,1752231,5807371,2558159,NA,2460488,2320399,4157588,4744334,7019763,1857532,1171946,2986141,2308614,NA,6413709,NA,3273922,763817,2303078,1509542,4711525,4829271,NA,4598147,NA,4257483,NA,3133086,5638753,NA,5013420,NA,4336343,4329669,2850971
"708","480.40735@9.6479",116350,65023,94241,86465,20760,66874,66498,36874,120128,NA,31001,42604,104109,120244,48959,NA,127162,40441,40029,73540,37175,55072,51563,29147,202567,19347,NA,39926,49406,37868,19990,NA,84692,147910,60270,19509,71579,47221,153392,257655,19504,48651,18783,34610,56011,84787,49917,81819,325702,91493,NA,89504,27455,52444.6588857453,40646,17832,125242,64818,120903,89471,27236,NA,73542,95783,166250,67918,117854,86531,87553,172344,59722,82718,63821,35560,56542,50833,53878,34203,63067,73585
"709","435.3496@9.649086",616563,380454,805477,886906,260148,405320,390282,254440,764796,369185,292670,377485,943284,681618,456006,286558,832060,336280,264227,555475,NA,410612,323412,239620,1150171,106322,970226,350700,NA,291899,160954,718811,NA,1348132,356531,166965,440347,391861,929319,2288251,139666,427041,269106,297688,341640,490617,NA,589146,2300495,536204,175528,906072,255725,67708,293657,167825,1087649,677280,833431,NA,213568,863960,433280,818376,1195330,422328,NA,617368,827076,956203,457018,572642,471718,272169,NA,454258,320317,238852,502792,615957
"710","769.5619@9.654637",212478,331033,237611,403400,818613,75369,176758,NA,244886,115946,214428,238285,282325,42317,296896,190916,114961,299971,399719,556369,188074,254073,183829,280309,278260,334241.811398879,167985,393519,155340,302792,309762,837909,159046,486618.931035358,360936,167439,224352,514713,292470,112129,299748,154662,864489,NA,404536.885773399,291734,420853,189229,140977,169451,165821,420753,364799,563552,140317,329347,210388,222940.548434641,242989,463353,244841,114921,43331,243855,197533,203070,334554.828633175,305483,308428,150356,NA,NA,490692,NA,NA,596806,320602,312350,330216,344998
"711","876.52936@9.6583185",53875,49353,62218,46245,121507,NA,41405,62742,71910,34888,76263,43384,67833,38770,116514,79068,27296,54572,62639,101544,50558,79966,40346,55896,91538,92631,48435,67028,46000,73309,73654,116870,69456,54887,61375,51053,61704,66307,57471,38978,64062,53048,114563,65108,130924,51034,NA,27158,29058,59314.3004939199,81224,114065,120879,85377,152161,41830,74131,88785,83681,51077,54291,55405,66528.9288381986,58434,65054,79743,71810,89143,62486,60211,NA,NA,82050,91934,NA,97452,66096,89288,94233,76087
"712","933.3982@9.658547",11771,38734.4073337832,44377,24340,NA,NA,34488.8239862994,32595,25017,35000.1388348068,49909,15326,35438,NA,NA,44598,43936.4465571766,30889,27762,35628,33515.4797979306,38069,34423.1475992582,29928,34524,NA,41084.7697317511,NA,24461,36436,40263,78306,41723.7129763781,30416,38495.0440082059,26148,42776.8905288475,31432,27404,33938,26913,33814,NA,36435,45259,45983.4648645691,50736,33928.324390436,43940.8440553281,35480.1794661761,24517,57641,63081,35052,77014,27523,44379,52662,34838,27885,26972,NA,44732.1939239323,37543,35286,29426,39378,34035,31323,NA,25674,38886,35463,39453,43802,49580,34797.380641238,32941,NA,42985
"713","921.4403@9.659709",41024.059569088,37745.3827200174,47284,31144,103749,NA,30684,35502,32350,23510,50007,35664,46456,42283.0004297674,NA,47560,43414.5104637915,38131,43606,44149,26144,44038,21091,43231,34156,NA,52133.7311762691,35062,38735.9879923497,NA,44494.1755474056,86141,44106.2587610463,37985,22378,33676,24432,44541,27863,40394,31280,36104,76355,46378,49825,49348.1251263818,NA,25565,21195,17835,30117,68894,61046,44078,42617.7991229839,36175,49380,65119,45317,42946,34624,38620,40608.8173707632,37548,49605,NA,55890,44593,46257,33200.3050782257,30701,46041,NA,57907,45103,57495,22457,41301,54274,46484
"714","831.4714@9.65978",128712,45975,372360,255493,937720,NA,172730,289976,NA,172611,429234,182759,301244,100126,703814,359835,132007,293990,248780,345978,163703,367453,154716,269332,313843,293563,198469,308724,253757,340021,103051,655608,61353,280171,174905,231878,198416,314019,198654,322208,254447,277816,875411,313258,377607,111403,506225,103009,148041,77146,185466,511111,570059,NA,773397,228941,427826,568968,336034,260995,260821,279544,324326.280989066,281093,315439,307652,378867,292523,238101,203853,251087,370321,329139,393963,371596,487083,228816,282466,NA,334692
